Checking_Account_Status,Duration,Credit_History,Purpose,Credit_Amount,Savings_Account,Employment_Duration,Installment_Rate,Personal_Status_Sex,Other_Debtors,Residence_Duration,Property,Age,Other_Installment_Plans,Housing,Existing_Credits,Job,Num_Dependents,Telephone,Foreign_Worker,Target
No_checking_account,21,Existing_credits_paid,Car_(new),2782,500-1000_DM,4-7_years,1,Female:_divorced/separated/married,NoNe,2,Car_or_other,31,Bank,Own,1,Management/Self-employed,1,NoNe,Yes,0
0-200_DM,18,Existing_credits_paid,Car_(new),1042,Unknown/None,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Building_society_savings,33,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,15,Existing_credits_paid,Car_(new),3186,>=_1000_DM,4-7_years,2,Female:_divorced/separated/married,NoNe,3,Car_or_other,20,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Car_(used),2028,Unknown/None,1-4_years,4,Male:_single,NoNe,2,Car_or_other,30,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Critical_account,Car_(new),958,<_100_DM,4-7_years,2,Male:_single,NoNe,3,Real_estate,47,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,21,Delay_in_past,Furniture/Equipment,1591,100-500_DM,4-7_years,4,Male:_single,NoNe,3,Real_estate,34,NoNe,Own,2,Management/Self-employed,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Furniture/Equipment,2762,Unknown/None,>=_7_years,1,Female:_divorced/separated/married,NoNe,2,Building_society_savings,25,Bank,Own,1,Skilled_employee,1,Yes,Yes,1
0-200_DM,18,Existing_credits_paid,Car_(used),2779,<_100_DM,1-4_years,1,Male:_married/widowed,NoNe,3,Car_or_other,21,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,28,Critical_account,Radio/Television,2743,<_100_DM,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,29,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Radio/Television,1149,>=_1000_DM,1-4_years,4,Male:_single,NoNe,3,Real_estate,46,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,9,Existing_credits_paid,Furniture/Equipment,1313,<_100_DM,>=_7_years,1,Male:_single,NoNe,4,Car_or_other,20,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,Critical_account,Repairs,1190,<_100_DM,Unemployed,2,Female:_divorced/separated/married,NoNe,4,Unknown/None,55,NoNe,For_free,3,Unemployed/Unskilled,2,NoNe,Yes,1
No_checking_account,5,Existing_credits_paid,Business,3448,<_100_DM,4-7_years,1,Male:_single,NoNe,4,Real_estate,74,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Others,11328,<_100_DM,1-4_years,2,Male:_single,Co-applicant,3,Car_or_other,29,Bank,Own,2,Management/Self-employed,1,Yes,Yes,1
<_0_DM,6,Critical_account,Furniture/Equipment,1872,<_100_DM,Unemployed,4,Male:_single,NoNe,4,Unknown/None,36,NoNe,For_free,3,Management/Self-employed,1,Yes,Yes,0
No_checking_account,24,Critical_account,Repairs,2058,<_100_DM,1-4_years,4,Male:_divorced/separated,NoNe,2,Real_estate,33,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,9,Existing_credits_paid,Furniture/Equipment,2136,<_100_DM,1-4_years,3,Male:_single,NoNe,2,Real_estate,25,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Radio/Television,1484,Unknown/None,1-4_years,2,Male:_married/widowed,NoNe,1,Real_estate,25,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
No_checking_account,6,Existing_credits_paid,Repairs,660,500-1000_DM,4-7_years,2,Male:_married/widowed,NoNe,4,Real_estate,23,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Car_(new),1287,>=_1000_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,37,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,42,Critical_account,Repairs,3394,<_100_DM,Unemployed,4,Male:_single,Co-applicant,4,Car_or_other,65,NoNe,Own,2,Unemployed/Unskilled,1,NoNe,Yes,0
>=_200_DM,12,All_credits_paid_at_bank,Business,609,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Real_estate,26,NoNe,Own,1,Unemployed/Unskilled,1,NoNe,Yes,1
No_checking_account,12,Existing_credits_paid,Car_(new),1884,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,39,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,1620,<_100_DM,1-4_years,2,Female:_divorced/separated/married,Co-applicant,3,Building_society_savings,30,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,20,Delay_in_past,Others,2629,<_100_DM,1-4_years,2,Male:_single,NoNe,3,Car_or_other,29,Bank,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Education,719,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,41,Bank,Own,1,Unskilled_-_resident,2,NoNe,Yes,1
0-200_DM,48,Critical_account,Furniture/Equipment,5096,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,3,Car_or_other,30,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,9,Critical_account,Education,1244,Unknown/None,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,41,NoNe,Rent,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,36,Existing_credits_paid,Car_(new),1842,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,34,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
0-200_DM,7,Existing_credits_paid,Radio/Television,2576,<_100_DM,1-4_years,2,Male:_single,Guarantor,2,Real_estate,35,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,12,Existing_credits_paid,Furniture/Equipment,1424,Unknown/None,>=_7_years,3,Female:_divorced/separated/married,NoNe,4,Real_estate,55,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,15,Delay_in_past,Repairs,1512,>=_1000_DM,1-4_years,3,Male:_married/widowed,NoNe,3,Building_society_savings,61,Stores,Own,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,36,Critical_account,Car_(used),11054,Unknown/None,1-4_years,4,Male:_single,NoNe,2,Car_or_other,30,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,6,Existing_credits_paid,Radio/Television,518,<_100_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,1,Real_estate,29,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,No_credits_/__all_paid,Furniture/Equipment,2759,<_100_DM,>=_7_years,2,Male:_single,NoNe,4,Building_society_savings,34,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Car_(used),2670,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,35,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,24,Existing_credits_paid,Car_(new),4817,<_100_DM,4-7_years,2,Male:_single,Co-applicant,3,Building_society_savings,31,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
No_checking_account,24,Existing_credits_paid,Car_(used),2679,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Unknown/None,29,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,11,Critical_account,Car_(new),3905,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,36,NoNe,Rent,2,Skilled_employee,2,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(used),3386,<_100_DM,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,35,NoNe,For_free,1,Skilled_employee,1,Yes,Yes,1
<_0_DM,6,Existing_credits_paid,Domestic_appliances,343,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Real_estate,27,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Radio/Television,4594,<_100_DM,<_1_year,3,Male:_single,NoNe,2,Car_or_other,32,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,36,Existing_credits_paid,Furniture/Equipment,3620,<_100_DM,1-4_years,1,Male:_single,Guarantor,2,Building_society_savings,37,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,15,Existing_credits_paid,Car_(new),1721,<_100_DM,<_1_year,2,Male:_single,NoNe,3,Real_estate,36,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Furniture/Equipment,3017,<_100_DM,<_1_year,3,Female:_divorced/separated/married,NoNe,1,Real_estate,34,NoNe,Rent,1,Management/Self-employed,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Retraining,754,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,38,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Business,1950,<_100_DM,4-7_years,4,Male:_single,NoNe,1,Car_or_other,34,Stores,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,24,Existing_credits_paid,Car_(used),2924,<_100_DM,1-4_years,3,Male:_single,Guarantor,4,Unknown/None,63,Bank,Own,1,Skilled_employee,2,Yes,Yes,0
<_0_DM,24,Delay_in_past,Radio/Television,1659,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,29,NoNe,Rent,1,Unskilled_-_resident,1,Yes,Yes,1
No_checking_account,48,Delay_in_past,Radio/Television,7238,Unknown/None,>=_7_years,3,Male:_single,NoNe,3,Car_or_other,32,Bank,Own,2,Skilled_employee,2,NoNe,Yes,0
No_checking_account,33,Delay_in_past,Business,2764,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Car_or_other,26,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,24,Delay_in_past,Car_(used),4679,<_100_DM,4-7_years,3,Male:_single,NoNe,3,Car_or_other,35,NoNe,Own,2,Unskilled_-_resident,1,Yes,Yes,0
0-200_DM,24,Existing_credits_paid,Radio/Television,3092,100-500_DM,<_1_year,3,Male:_married/widowed,NoNe,2,Car_or_other,22,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,1
<_0_DM,6,Existing_credits_paid,Education,448,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,23,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,9,Existing_credits_paid,Car_(new),654,<_100_DM,1-4_years,4,Male:_single,NoNe,3,Car_or_other,28,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,6,Existing_credits_paid,Retraining,1238,Unknown/None,Unemployed,4,Male:_single,NoNe,4,Building_society_savings,36,NoNe,Own,1,Management/Self-employed,2,Yes,Yes,0
0-200_DM,18,Critical_account,Radio/Television,1245,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,2,Car_or_other,33,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,18,No_credits_/__all_paid,Furniture/Equipment,3114,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Building_society_savings,26,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,39,Existing_credits_paid,Car_(used),2569,500-1000_DM,1-4_years,4,Male:_single,NoNe,4,Car_or_other,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,24,Existing_credits_paid,Radio/Television,5152,<_100_DM,4-7_years,4,Male:_single,NoNe,2,Car_or_other,25,Bank,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Business,1037,100-500_DM,4-7_years,3,Male:_single,NoNe,4,Real_estate,39,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,15,Critical_account,Furniture/Equipment,1478,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,44,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
0-200_DM,12,Critical_account,Radio/Television,3573,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,1,Real_estate,23,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Car_(new),1201,<_100_DM,<_1_year,4,Male:_single,NoNe,1,Building_society_savings,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,30,Existing_credits_paid,Furniture/Equipment,3622,>=_1000_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,57,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,15,Delay_in_past,Furniture/Equipment,960,>=_1000_DM,4-7_years,3,Female:_divorced/separated/married,NoNe,2,Building_society_savings,30,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,Critical_account,Car_(new),1163,500-1000_DM,1-4_years,4,Male:_single,NoNe,4,Real_estate,44,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,6,Delay_in_past,Car_(new),1209,<_100_DM,Unemployed,4,Male:_single,NoNe,4,Building_society_savings,47,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,12,Existing_credits_paid,Radio/Television,3077,<_100_DM,1-4_years,2,Male:_single,NoNe,4,Car_or_other,52,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,24,Existing_credits_paid,Car_(new),3757,<_100_DM,>=_7_years,4,Female:_divorced/separated/married,Co-applicant,4,Unknown/None,62,NoNe,For_free,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,10,Existing_credits_paid,Car_(new),1418,100-500_DM,1-4_years,3,Male:_single,NoNe,2,Real_estate,35,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,No,0
No_checking_account,6,Existing_credits_paid,Car_(new),3518,<_100_DM,1-4_years,2,Male:_single,Guarantor,3,Building_society_savings,26,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,Critical_account,Radio/Television,1934,<_100_DM,>=_7_years,2,Male:_single,NoNe,2,Unknown/None,26,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,27,No_credits_/__all_paid,Business,8318,<_100_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Unknown/None,42,NoNe,For_free,2,Management/Self-employed,1,Yes,Yes,1
No_checking_account,6,Critical_account,Radio/Television,1237,100-500_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,1,Building_society_savings,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,6,Existing_credits_paid,Radio/Television,368,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,38,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,12,Critical_account,Car_(new),2122,<_100_DM,1-4_years,3,Male:_single,NoNe,2,Real_estate,39,NoNe,Rent,2,Unskilled_-_resident,2,NoNe,No,0
<_0_DM,24,Existing_credits_paid,Furniture/Equipment,2996,Unknown/None,1-4_years,2,Male:_married/widowed,NoNe,4,Car_or_other,20,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,36,Existing_credits_paid,Furniture/Equipment,9034,100-500_DM,<_1_year,4,Male:_single,Co-applicant,1,Unknown/None,29,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,24,Critical_account,Furniture/Equipment,1585,<_100_DM,4-7_years,4,Male:_single,NoNe,3,Building_society_savings,40,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,18,Existing_credits_paid,Radio/Television,1301,<_100_DM,>=_7_years,4,Male:_married/widowed,Guarantor,2,Real_estate,32,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
>=_200_DM,6,Critical_account,Car_(new),1323,100-500_DM,>=_7_years,2,Male:_divorced/separated,NoNe,4,Car_or_other,28,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
<_0_DM,24,Existing_credits_paid,Car_(new),3123,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Building_society_savings,27,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,36,Existing_credits_paid,Car_(used),5493,<_100_DM,>=_7_years,2,Male:_single,NoNe,4,Unknown/None,42,NoNe,For_free,1,Skilled_employee,2,NoNe,Yes,0
>=_200_DM,9,Existing_credits_paid,Radio/Television,1126,100-500_DM,>=_7_years,2,Male:_divorced/separated,NoNe,4,Real_estate,49,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,24,Critical_account,Radio/Television,1216,100-500_DM,<_1_year,4,Male:_single,NoNe,4,Unknown/None,38,Bank,Own,2,Skilled_employee,2,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Car_(new),1207,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,24,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,10,Existing_credits_paid,Car_(new),1309,Unknown/None,1-4_years,4,Male:_single,Guarantor,4,Building_society_savings,27,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
>=_200_DM,15,Critical_account,Car_(used),2360,500-1000_DM,1-4_years,2,Male:_single,NoNe,2,Car_or_other,36,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,15,All_credits_paid_at_bank,Car_(new),6850,100-500_DM,Unemployed,1,Male:_single,NoNe,2,Building_society_savings,34,NoNe,Own,1,Management/Self-employed,2,Yes,Yes,1
No_checking_account,24,Existing_credits_paid,Radio/Television,1413,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,2,Building_society_savings,28,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,39,Existing_credits_paid,Car_(used),8588,100-500_DM,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,45,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(new),759,<_100_DM,4-7_years,4,Male:_single,NoNe,2,Real_estate,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,36,Existing_credits_paid,Car_(used),4686,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Unknown/None,32,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
>=_200_DM,15,Existing_credits_paid,Business,2687,<_100_DM,4-7_years,2,Male:_single,NoNe,4,Building_society_savings,26,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,12,Delay_in_past,Radio/Television,585,<_100_DM,1-4_years,4,Male:_married/widowed,Co-applicant,4,Real_estate,20,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Car_(new),2255,Unknown/None,<_1_year,4,Male:_single,NoNe,1,Building_society_savings,54,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,6,Critical_account,Car_(new),609,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,3,Building_society_savings,37,NoNe,Own,2,Skilled_employee,1,NoNe,No,0
<_0_DM,6,Critical_account,Car_(new),1361,<_100_DM,<_1_year,2,Male:_single,NoNe,4,Real_estate,40,NoNe,Own,1,Unskilled_-_resident,2,NoNe,No,0
No_checking_account,36,Critical_account,Furniture/Equipment,7127,<_100_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,23,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,1
<_0_DM,6,Existing_credits_paid,Car_(new),1203,100-500_DM,>=_7_years,3,Male:_single,NoNe,2,Building_society_savings,43,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,6,Critical_account,Radio/Television,700,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,36,NoNe,For_free,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Repairs,5507,<_100_DM,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,44,NoNe,For_free,2,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Radio/Television,3190,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Real_estate,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,48,No_credits_/__all_paid,Furniture/Equipment,7119,<_100_DM,1-4_years,3,Male:_single,NoNe,4,Unknown/None,53,NoNe,For_free,2,Skilled_employee,2,NoNe,Yes,1
No_checking_account,24,Existing_credits_paid,Car_(used),3488,100-500_DM,4-7_years,3,Female:_divorced/separated/married,NoNe,4,Car_or_other,23,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,18,Existing_credits_paid,Radio/Television,1113,<_100_DM,1-4_years,4,Female:_divorced/separated/married,Guarantor,4,Real_estate,26,NoNe,Own,1,Unskilled_-_resident,2,NoNe,Yes,0
0-200_DM,26,Existing_credits_paid,Car_(used),7966,<_100_DM,<_1_year,2,Male:_single,NoNe,3,Car_or_other,30,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,15,Critical_account,Education,1532,100-500_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,3,Car_or_other,31,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,4,Critical_account,Radio/Television,1503,<_100_DM,4-7_years,2,Male:_single,NoNe,1,Real_estate,42,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,0
<_0_DM,36,Existing_credits_paid,Radio/Television,2302,<_100_DM,1-4_years,4,Male:_divorced/separated,NoNe,4,Car_or_other,31,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,6,Existing_credits_paid,Car_(new),662,<_100_DM,<_1_year,3,Male:_single,NoNe,4,Real_estate,41,NoNe,Own,1,Unskilled_-_resident,2,Yes,Yes,0
0-200_DM,36,Existing_credits_paid,Education,2273,<_100_DM,4-7_years,3,Male:_single,NoNe,1,Car_or_other,32,NoNe,Own,2,Skilled_employee,2,NoNe,Yes,0
0-200_DM,15,Existing_credits_paid,Car_(new),2631,100-500_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,28,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,1
No_checking_account,12,Delay_in_past,Car_(used),1503,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,4,Real_estate,41,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Radio/Television,1311,100-500_DM,4-7_years,4,Male:_married/widowed,NoNe,3,Building_society_savings,26,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,24,Existing_credits_paid,Radio/Television,3105,Unknown/None,<_1_year,4,Male:_single,NoNe,2,Car_or_other,25,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,21,Critical_account,Education,2319,<_100_DM,<_1_year,2,Male:_divorced/separated,NoNe,1,Car_or_other,33,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,6,Existing_credits_paid,Car_(new),1374,Unknown/None,Unemployed,4,Female:_divorced/separated/married,NoNe,3,Building_society_savings,75,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,18,Critical_account,Furniture/Equipment,3612,<_100_DM,>=_7_years,3,Female:_divorced/separated/married,NoNe,4,Building_society_savings,37,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,48,Existing_credits_paid,Car_(new),7763,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,42,Bank,For_free,1,Management/Self-employed,1,NoNe,Yes,1
>=_200_DM,18,Existing_credits_paid,Furniture/Equipment,3049,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,1,Building_society_savings,45,Stores,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Radio/Television,1534,<_100_DM,<_1_year,1,Male:_married/widowed,NoNe,1,Real_estate,23,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,24,Delay_in_past,Car_(new),2032,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,60,NoNe,For_free,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,30,Existing_credits_paid,Furniture/Equipment,6350,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,31,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
>=_200_DM,18,Existing_credits_paid,Furniture/Equipment,2864,<_100_DM,1-4_years,2,Male:_single,NoNe,1,Real_estate,34,NoNe,Own,1,Unskilled_-_resident,2,NoNe,Yes,1
No_checking_account,12,Critical_account,Car_(new),1255,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,61,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,24,Delay_in_past,Car_(new),1333,<_100_DM,Unemployed,4,Male:_single,NoNe,2,Real_estate,43,NoNe,For_free,2,Skilled_employee,2,NoNe,Yes,1
No_checking_account,24,Critical_account,Car_(new),2022,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,37,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,24,Existing_credits_paid,Radio/Television,1552,<_100_DM,4-7_years,3,Male:_single,NoNe,1,Car_or_other,32,Bank,Own,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,12,All_credits_paid_at_bank,Radio/Television,626,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,24,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,48,Critical_account,Car_(used),8858,Unknown/None,4-7_years,2,Male:_single,NoNe,1,Unknown/None,35,NoNe,For_free,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Critical_account,Repairs,996,Unknown/None,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,23,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,6,All_credits_paid_at_bank,Radio/Television,1750,500-1000_DM,>=_7_years,2,Male:_single,NoNe,4,Building_society_savings,45,Bank,Own,1,Unskilled_-_resident,2,NoNe,Yes,0
<_0_DM,48,Existing_credits_paid,Radio/Television,6999,<_100_DM,4-7_years,1,Male:_married/widowed,Guarantor,1,Real_estate,34,NoNe,Own,2,Skilled_employee,1,Yes,Yes,1
0-200_DM,12,Critical_account,Car_(new),1995,100-500_DM,<_1_year,4,Male:_single,NoNe,1,Car_or_other,27,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,9,Existing_credits_paid,Education,1199,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,67,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Radio/Television,1331,<_100_DM,<_1_year,2,Male:_single,NoNe,1,Car_or_other,22,Stores,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,18,No_credits_/__all_paid,Car_(new),2278,100-500_DM,<_1_year,3,Female:_divorced/separated/married,NoNe,3,Car_or_other,28,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
